tariff.plan,payment.method,sex,age,activation.zone,activation.channel,vas1,vas2,q01.out.ch.peak,q01.out.dur.peak,q01.out.val.peak,q01.out.ch.offpeak,q01.out.dur.offpeak,q01.out.val.offpeak,q01.in.ch.tot,q01.in.dur.tot,q01.ch.sms,q01.ch.cc,q02.out.ch.peak,q02.out.dur.peak,q02.out.val.peak,q02.out.ch.offpeak,q02.out.dur.offpeak,q02.out.val.offpeak,q02.in.ch.tot,q02.in.dur.tot,q02.ch.sms,q02.ch.cc,q03.out.ch.peak,q03.out.dur.peak,q03.out.val.peak,q03.out.ch.offpeak,q03.out.dur.offpeak,q03.out.val.offpeak,q03.in.ch.tot,q03.in.dur.tot,q03.ch.sms,q03.ch.cc,q04.out.ch.peak,q04.out.dur.peak,q04.out.val.peak,q04.out.ch.offpeak,q04.out.dur.offpeak,q04.out.val.offpeak,q04.in.ch.tot,q04.in.dur.tot,q04.ch.sms,q04.ch.cc,q05.out.ch.peak,q05.out.dur.peak,q05.out.val.peak,q05.out.ch.offpeak,q05.out.dur.offpeak,q05.out.val.offpeak,q05.in.ch.tot,q05.in.dur.tot,q05.ch.sms,q05.ch.cc,q06.out.ch.peak,q06.out.dur.peak,q06.out.val.peak,q06.out.ch.offpeak,q06.out.dur.offpeak,q06.out.val.offpeak,q06.in.ch.tot,q06.in.dur.tot,q06.ch.sms,q06.ch.cc,q07.out.ch.peak,q07.out.dur.peak,q07.out.val.peak,q07.out.ch.offpeak,q07.out.dur.offpeak,q07.out.val.offpeak,q07.in.ch.tot,q07.in.dur.tot,q07.ch.sms,q07.ch.cc,q08.out.ch.peak,q08.out.dur.peak,q08.out.val.peak,q08.out.ch.offpeak,q08.out.dur.offpeak,q08.out.val.offpeak,q08.in.ch.tot,q08.in.dur.tot,q08.ch.sms,q08.ch.cc,q09.out.ch.peak,q09.out.dur.peak,q09.out.val.peak,q09.out.ch.offpeak,q09.out.dur.offpeak,q09.out.val.offpeak,q09.in.ch.tot,q09.in.dur.tot,q09.ch.sms,q09.ch.cc,y
8,Domiciliazione Bancaria,B,23.18,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,271,27918,169.3519,0,0,0,228,14767,0,0,27,4294,24.7894,0,0,0,134,4116,0,0,191,13291,87.7187,0,0,0,271,10415,0,1,179,14502,92.7887,0,0,0,197,7791,0,0,115,8232,53.9506,0,0,0,125,6149,0,0,72,5226,34.2127,0,0,0,88,7506,0,0,0
6,Domiciliazione Bancaria,B,29.44,1,5,N,N,57,6617,28.3752,0,0,0,33,4034,0,0,82,9052,39.2306,0,0,0,37,4933,0,0,80,11624,47.765,0,0,0,42,6070,0,0,83,8696,38.1223,0,0,0,25,3170,0,0,89,11608,48.6409,0,0,0,33,4563,0,1,49,5461,23.6181,0,0,0,41,7474,0,0,82,12780,51.8993,0,0,0,38,7404,0,0,29,6833,26.2159,0,0,0,14,2862,2,0,66,9187,38.0401,0,0,0,39,7843,4,0,669
8,Bollettino Postale,M,50.85,2,5,Y,N,35,1887,12.7968,30,1724,7.4793,127,10388,0,0,26,1699,10.951,9,392,1.9254,100,7637,0,0,69,4415,28.6045,11,1283,4.3961,165,13685,2,0,50,3464,22.016,18,1021,4.4534,162,17088,1,5,28,1872,11.9999,12,707,3.0363,111,9649,0,0,20,1179,7.8011,10,634,2.6443,79,5834,0,0,34,3401,17.4531,3,108,0.5846,73,6737,0,0,42,3731,21.357,0,0,0,43,4029,2,0,26,2931,16.0236,0,0,0,67,5216,0,2,71
8,Carta di Credito,B,26.45,3,5,N,N,57,3728,24.9883,0,0,0,121,2821,5,0,58,2944,21.0751,0,0,0,91,2220,0,0,85,4962,34.1022,0,0,0,129,4058,0,0,59,2540,19.0051,0,0,0,72,2190,0,0,39,1237,10.3663,0,0,0,67,1374,0,0,36,2338,15.6982,0,0,0,41,428,0,0,45,2319,16.5302,0,0,0,55,2230,0,0,43,3489,22.3171,0,0,0,29,1311,1,0,75,3704,26.6208,0,0,0,52,2330,0,0,0
8,Carta di Credito,B,26.13,3,5,N,N,46,2945,19.8407,0,0,0,15,589,0,0,31,1670,11.7571,0,0,0,21,3295,0,0,25,1682,11.1994,0,0,0,17,845,0,0,3,118,0.9146,0,0,0,10,662,0,0,0,0,0,0,0,0,1,2,0,0,6,389,2.6128,0,0,0,0,0,0,0,91,6142,40.8667,0,0,0,12,600,0,0,49,4357,27.2808,0,0,0,25,3575,0,0,81,6770,42.948,0,0,0,56,4065,0,2,332
8,Domiciliazione Bancaria,B,21.18,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3152,19.7633,0,0,0,85,4698,0,0,77,22350,122.4581,0,0,0,168,9060,0,0,96,10443,65.6169,0,0,0,235,14578,1,3,28,5716,32.1763,0,0,0,114,6289,4,1,115,19396,111.2469,0,0,0,239,13495,0,0,120
8,Carta di Credito,M,18.68,2,7,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1574,9.6128,0,0,0,17,826,0,0,91,13425,77.9669,0,0,0,33,1193,0,1,809
3,Bollettino Postale,M,50.03,1,7,N,N,10,444,2.2301,20,976,2.4268,28,1175,28,1,8,278,1.7053,22,2384,5.116,18,1261,5,0,13,812,3.9354,16,952,2.4924,28,1586,20,0,4,177,0.9839,13,353,1.1806,14,494,7,0,10,987,4.2634,21,4754,9.8385,24,1996,17,1,10,343,1.9677,26,1510,3.4763,28,1139,49,0,12,724,3.5419,22,2056,4.7881,22,2101,0,0,19,1127,5.7063,39,3076,7.4117,22,1874,0,0,6,220,0.9183,17,1408,3.2139,14,669,8,2,684
8,Domiciliazione Bancaria,M,38.42,1,5,N,N,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1465,2.9758,1,148,0,0,0,0,0,0,0,0,0,0,0,0,1,78,1.1739,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,3,137,2.1908,7,499,1.5612,7,1591,0,0,4,217,1.5256,0,0,0,1,16,0,0,2,82,0.6265,0,0,0,0,0,0,0,0
7,Carta di Credito,B,20.16,2,5,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,16235,70.2521,0,0,0,104,13838,0,0,278,55146,216.0158,0,0,0,315,28796,3,1,337,72489,280.7382,0,0,0,213,42530,13,0,498,78983,319.7509,0,0,0,206,33144,18,0,1155
7,Domiciliazione Bancaria,M,42.72,4,5,N,N,196,28433,116.7616,0,0,0,158,6850,0,0,345,38814,167.5366,0,0,0,341,11651,0,0,452,48343,210.7681,0,0,0,306,14554,0,0,390,40460,177.4706,0,0,0,189,16557,0,0,456,52469,225.3017,0,0,0,262,18855,0,1,508,57427,247.5249,0,0,0,270,19199,0,0,495,53973,234.4399,0,0,0,261,22266,0,0,454,63865,263.8263,0,0,0,169,12730,0,0,390,42759,185.5924,0,0,0,267,21096,0,0,3138
8,Bollettino Postale,M,39.57,1,5,N,N,0,0,0,0,0,0,0,0,0,0,20,927,6.8162,0,0,0,3,64,0,0,13,716,5.0107,0,0,0,2,41,0,0,32,2678,17.0266,0,0,0,13,1036,0,0,30,2279,14.7748,0,0,0,9,190,0,0,13,828,5.585,0,0,0,5,66,0,0,13,1064,6.794,0,0,0,2,29,0,0,23,2341,14.3709,0,0,0,5,269,0,0,22,1925,12.1352,0,0,0,5,156,0,0,397
7,Carta di Credito,M,16.98,2,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8976,32.466,0,0,0,15,2183,3,0,513
8,Domiciliazione Bancaria,B,18,2,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2314,13.7837,0,0,0,23,1883,0,0,232,15273,95.8549,0,0,0,193,11788,0,0,0
8,Carta di Credito,F,23.18,2,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,0.5242,0,0,0,4,47,0,0,4,298,1.9403,0,0,0,9,105,0,0,27,1412,9.9222,0,0,0,6,513,0,0,28,2095,13.5214,0,0,0,14,425,0,1,44,3387,21.8983,0,0,0,6,583,2,1,16,940,6.4691,0,0,0,5,436,0,0,33,2709,17.2868,0,0,0,14,1222,0,0,0
6,Carta di Credito,M,34.62,4,5,N,N,72,6899,30.8846,0,0,0,85,11330,3,0,56,5191,23.4255,0,0,0,55,6963,5,1,127,14678,63.001,0,0,0,131,18026,1,0,104,9621,43.4392,0,0,0,115,15948,1,0,138,13559,60.333,0,0,0,178,20285,2,0,218,18234,84.2765,0,0,0,343,38983,2,0,79,6909,31.6392,0,0,0,147,17879,1,7,8,158,1.3629,0,0,0,4,232,1,0,1,276,1.0412,0,0,0,0,0,0,0,0
8,Carta di Credito,B,33.08,3,5,N,N,174,31229,145.2984,0,0,0,165,41700,0,0,119,22342,88.216,0,0,0,177,26835,0,0,64,5964,26.8769,0,0,0,201,20494,0,0,91,10310,44.3311,0,0,0,139,16875,0,0,66,8271,34.9244,0,0,0,171,15794,0,2,58,6982,39.6474,0,0,0,188,21879,1,1,84,9810,66.2408,0,0,0,176,20804,5,0,34,4684,27.508,0,0,0,82,12871,1,0,95,19269,108.4306,0,0,0,148,20592,0,0,491
8,Domiciliazione Bancaria,B,25.11,2,5,N,N,10,533,3.7634,0,0,0,13,746,0,0,64,2702,20.4543,0,0,0,63,1609,0,0,165,11227,74.5614,0,0,0,114,3107,0,0,240,14984,101.4554,0,0,0,140,5103,0,1,242,14996,101.8231,0,0,0,101,4379,0,0,239,15958,106.4469,0,0,0,136,5486,0,0,171,15058,94.8091,0,0,0,89,3098,0,0,92,9609,58.7315,0,0,0,78,4388,0,0,87,7433,46.8628,0,0,0,65,2750,0,0,370
7,Carta di Credito,B,29.44,1,5,N,Y,34,2965,17.8333,8,721,2.6582,62,3557,0,0,67,7228,42.1635,22,1940,7.202,66,5442,0,0,108,8248,51.1215,19,2353,8.756,77,17137,0,0,123,11915,70.6911,11,978,3.6214,148,11987,0,0,86,5011,33.1601,13,689,3.1814,109,9235,0,0,177,16291,97.6847,22,1168,5.2405,299,22832,0,0,179,13909,86.1662,17,825,3.8528,230,23413,0,0,107,9294,56.362,71,3489,16.1868,85,15221,0,0,151,14331,84.7847,12,1526,5.3613,267,43616,0,0,5812
3,Domiciliazione Bancaria,B,36.91,1,5,Y,N,16,945,6.0973,11,696,2.9046,65,3983,0,0,20,830,5.8205,6,200,1.0138,33,1903,0,0,19,1189,7.6864,6,223,1.1646,26,949,0,0,18,611,4.6476,4,151,0.6998,28,1246,0,1,44,2175,14.0089,12,678,2.7656,41,2259,0,0,24,1141,7.9498,2,254,0.8516,50,2424,0,0,50,4451,26.8191,17,801,3.7908,99,5649,0,0,12,698,4.6352,2,186,0.6797,33,2657,0,0,29,2012,12.7849,6,213,1.161,52,2686,0,0,3470
7,Domiciliazione Bancaria,B,41.6,1,5,Y,N,220,20106,104.2618,6,120,0.925,86,6418,0,0,371,28244,144.9173,9,244,1.5494,143,10532,0,0,479,45812,204.7798,10,1185,4.0439,169,12231,0,0,302,28519,133.4303,5,624,2.103,108,7434,0,0,360,24734,118.3786,13,1083,3.6204,103,5923,0,0,235,19295,82.2804,0,0,0,109,8395,0,0,290,26488,103.3818,0,0,0,144,6407,0,0,42,3913,14.8125,0,0,0,20,433,0,6,394,38173,139.3442,0,0,0,149,12042,1,3,1526
7,Carta di Credito,B,31.47,2,5,Y,N,142,11934,56.4761,128,11522,42.4006,125,13270,0,0,74,5449,26.3558,90,6001,24.5467,106,13031,0,1,160,13272,57.1165,49,2674,11.8573,156,15721,0,3,117,6837,28.3075,0,0,0,119,9535,0,3,179,11052,45.9394,0,0,0,114,16213,0,3,157,9582,32.7687,0,0,0,105,13715,0,3,185,13999,47.514,0,0,0,77,9536,0,2,184,21303,61.5488,0,0,0,54,8277,0,0,128,10678,32.8446,0,0,0,112,13787,0,0,969
8,Domiciliazione Bancaria,B,43.44,1,5,N,N,3,241,3.6183,5,606,1.5344,0,0,0,0,1,42,0.6797,0,0,0,2,22,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,3,87,1.5044,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,3,128,2.0669,0,0,0,1,21,0,0,6,1066,15.2536,4,804,1.7627,2,29,0,0,3,278,4.1265,1,247,0.518,2,5,0,0,0
8,Carta di Credito,M,19.01,2,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
8,Carta di Credito,F,19.93,2,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1748,13.0881,0,0,0,26,2348,0,0,13,1369,8.3563,0,0,0,28,4424,0,0,12,297,2.761,0,0,0,22,1713,0,0,0
8,Carta di Credito,M,14.98,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Bollettino Postale,F,43.24,1,7,Y,N,46,2726,23.4069,66,5198,18.4783,80,20026,0,0,59,5457,43.4397,140,25393,71.6274,199,76463,0,1,136,11632,114.8166,185,30543,79.553,298,85291,0,11,111,12673,185.4333,373,61835,129.9276,307,42440,0,5,250,39549,160.114,46,3736,11.0253,258,70682,0,5,170,23439,97.1073,0,0,0,290,63424,0,0,265,39805,162.5331,0,0,0,321,70081,0,2,200,24274,103.1514,0,0,0,199,67333,0,0,23,1559,7.6735,0,0,0,33,9182,0,0,0
4,Bollettino Postale,B,33.54,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14817
8,Bollettino Postale,B,42.95,1,7,N,N,163,13663,83.1036,23,2489,8.7023,186,22055,0,0,154,17189,99.0446,27,2387,8.7472,225,29535,0,1,208,23819,137.2665,7,369,1.6604,252,45737,0,0,31,4988,27.712,12,680,2.8653,162,47378,0,1,79,7153,44.8104,0,0,0,78,17211,0,0,76,9430,56.1621,0,0,0,75,13969,0,0,120,9198,59.5217,0,0,0,67,11790,0,0,24,2439,14.9762,0,0,0,20,2139,0,0,67,6871,42.1243,0,0,0,68,6095,0,0,106
8,Carta di Credito,F,17.54,2,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,217,1.4218,0,0,0,4,179,0,0,0
7,Domiciliazione Bancaria,B,40.91,2,5,Y,N,283,61036,285.7695,18,2653,8.6,175,33971,15,12,333,70336,295.8451,5,103,0.7783,226,39159,1,4,444,79409,313.1294,0,0,0,271,39558,19,1,450,92705,358.6788,0,0,0,298,49923,31,3,464,100196,385.8687,0,0,0,337,47886,10,1,502,104707,404.6063,0,0,0,178,36194,21,1,430,74561,294.775,0,0,0,284,57667,0,6,51,5979,25.5884,0,0,0,43,4556,18,2,308,57532,224.1908,0,0,0,197,38361,0,2,4620
7,Domiciliazione Bancaria,B,26.13,2,5,N,N,105,10502,46.5343,0,0,0,73,5117,1,1,111,10376,46.727,0,0,0,89,7944,0,0,170,18432,80.198,0,0,0,123,10249,0,0,200,33731,135.0798,0,0,0,125,13847,0,0,138,17805,74.7618,0,0,0,136,12866,0,0,88,11501,48.0708,0,0,0,136,18528,0,0,163,22310,92.6508,0,0,0,194,15762,0,0,98,10020,44.1741,0,0,0,95,9191,0,0,123,15295,64.6842,0,0,0,96,9900,0,0,678
7,Domiciliazione Bancaria,M,35.37,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,23503,107.2443,0,0,0,94,11036,5,4,171,13391,63.1715,0,0,0,92,7547,0,4,250,25345,111.7473,0,0,0,120,18429,0,3,303,27726,125.3059,0,0,0,163,15169,0,1,192,14977,70.7288,0,0,0,87,9835,0,0,28,1211,6.9045,0,0,0,1,44,0,0,78,6232,29.2351,0,0,0,0,0,0,0,198
8,Domiciliazione Bancaria,M,23.5,1,7,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,6296,43.1035,0,0,0,157,9404,0,0,113,11243,69.0534,0,0,0,136,7947,0,0,83,5804,38.3097,0,0,0,146,7194,0,0,77,5400,35.6195,0,0,0,136,7488,0,1,73,4935,32.8245,0,0,0,196,14469,0,0,78,6620,41.8707,0,0,0,64,3478,0,0,96,7273,47.1794,0,0,0,162,10388,4,0,172
8,Carta di Credito,B,16.22,2,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Domiciliazione Bancaria,M,34.88,2,5,N,N,7,691,10.2083,2,623,1.2524,1,95,0,0,13,985,14.8647,12,1145,3.1623,0,0,0,0,4,518,7.5243,3,658,1.4146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0.1436,1,15,0,0,11,1349,18.5692,5,1107,2.3747,33,2088,0,1,40,3781,23.3991,0,0,0,51,3089,0,0,23,1638,10.7686,0,0,0,39,1929,0,1,46,6538,38.2493,0,0,0,54,2867,0,0,1531
8,Domiciliazione Bancaria,F,19.01,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75,0.5908,0,0,0,3,66,0,1,10,648,4.3527,0,0,0,4,361,0,3,11,496,3.6777,0,0,0,2,74,0,0,0
6,Carta di Credito,B,28.95,1,3,N,N,386,41838,181.9483,0,0,0,315,24854,4,0,409,39866,177.516,0,0,0,301,23979,4,0,325,32607,144.0708,0,0,0,342,24530,2,1,220,20932,93.8629,0,0,0,218,15726,0,3,136,10235,48.83,0,0,0,246,15839,1,0,160,13294,61.7011,0,0,0,289,17571,2,0,98,6625,32.4299,0,0,0,248,11905,3,0,36,3325,15.0196,0,0,0,114,9018,1,0,106,10785,47.6008,0,0,0,193,15434,0,0,559
7,Domiciliazione Bancaria,M,25.11,2,5,N,N,26,2705,11.879,0,0,0,61,2645,7,8,142,14772,64.7627,0,0,0,143,19072,4,3,220,25710,109.682,0,0,0,166,18438,0,3,95,14436,58.8725,0,0,0,95,14132,3,2,128,27796,107.4721,0,0,0,106,18453,3,2,109,18320,73.3064,0,0,0,72,10090,10,0,82,12667,51.5145,0,0,0,75,11427,2,1,93,9806,42.9331,0,0,0,99,14211,9,0,244,40652,163.2489,0,0,0,223,38872,3,7,753
8,Domiciliazione Bancaria,M,43.96,2,5,N,N,18,1995,16.0102,21,3115,10.639,97,9707,0,0,33,5642,42.0189,23,1998,7.4525,92,8792,0,0,54,12265,87.0054,17,5331,8.0748,203,21457,0,0,71,13952,93.6527,15,4478,11.9803,219,21333,0,3,99,13421,78.8805,0,0,0,146,18260,0,1,113,17787,102.6969,0,0,0,154,23077,0,0,47,13058,71.7555,0,0,0,124,15328,0,1,31,6150,34.709,0,0,0,57,7229,0,0,91,16987,96.4277,0,0,0,119,15691,0,1,515
8,Domiciliazione Bancaria,B,50.13,1,5,N,N,59,5943,25.7769,22,2845,6.6163,168,11828,0,0,12,1586,6.559,26,1549,4.001,114,15669,0,0,19,2130,8.9858,46,5909,12.7901,116,7849,0,0,6,705,2.8204,30,3398,7.674,45,3448,0,0,5,422,2.0333,26,2650,6.2966,86,4432,0,0,31,2234,14.4468,11,680,1.7053,53,2205,0,0,71,5877,37.4421,0,0,0,116,8130,0,0,23,2025,12.7493,0,0,0,41,2807,4,1,60,6364,38.8024,0,0,0,83,5272,1,0,341
6,Bollettino Postale,B,33.63,4,5,N,N,27,2280,10.5378,0,0,0,107,8115,1,0,23,1849,8.6584,0,0,0,93,5600,0,0,42,1429,9.0917,0,0,0,95,4455,0,0,10,690,3.3776,0,0,0,84,3348,0,0,2,21,0.2779,0,0,0,52,654,0,0,0,0,0,0,0,0,12,257,0,0,0,0,0,0,0,0,7,123,0,0,0,0,0,0,0,0,3,64,0,0,0,0,0,0,0,0,2,1,0,0,0
8,Carta di Credito,M,26.98,2,5,N,N,10,457,3.2712,0,0,0,56,6523,0,0,19,1191,8.0645,0,0,0,50,5868,0,0,6,799,4.7137,0,0,0,12,541,0,0,7,450,2.9252,0,0,0,16,1162,0,0,7,677,4.1921,0,0,0,9,237,0,0,5,428,2.7093,0,0,0,2,26,0,0,12,1605,9.4625,0,0,0,8,303,0,0,13,1119,7.0755,0,0,0,18,1617,0,0,24,3085,18.2841,0,0,0,9,600,0,0,0
8,Carta di Credito,F,27.63,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0.3698,0,0,0,6,101,0,0,3,63,0.6327,0,0,0,5,85,0,0,0,0,0,0,0,0,1,1,0,0,0
8,Domiciliazione Bancaria,M,16.49,2,3,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Carta di Credito,M,17.44,2,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
7,Carta di Credito,F,35.08,1,9,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Carta di Credito,B,42.52,4,9,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,104426,417.8746,0,0,0,200,15713,6,0,520,94826,375.5447,0,0,0,273,20208,0,0,454,109394,418.547,0,0,0,263,14557,0,0,415,111680,421.874,0,0,0,331,26249,0,1,6179
8,Domiciliazione Bancaria,M,23.5,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,616,4.4999,0,0,0,26,1135,0,0,5,315,2.1304,0,0,0,20,1258,0,0,6,672,4.063,0,0,0,18,1043,0,0,18,1108,7.5372,0,0,0,36,4105,0,0,14,950,6.3142,0,0,0,43,2963,0,0,7,526,3.4184,0,0,0,31,2961,0,0,6,1140,6.4598,0,0,0,9,1163,0,0,0
3,Domiciliazione Bancaria,B,37.24,2,5,Y,N,7,429,2.8106,1,23,0.1617,29,2016,0,0,8,475,2.8028,0,0,0,12,1115,0,0,37,2533,15.5717,2,287,0.9358,67,5261,0,0,35,2675,16.3381,2,179,0.6616,65,4412,0,0,33,2431,15.2365,1,88,0.3269,72,5527,0,0,40,3332,19.7318,5,564,1.9496,72,5265,0,0,44,3218,19.112,0,0,0,71,4429,0,0,48,3520,21.5455,3,528,1.6516,61,5485,0,0,49,4004,24.0168,3,195,0.8052,76,5992,0,0,3905
8,Carta di Credito,M,20.49,2,9,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,6,361,2.2967,0,0,0,4,282,0,0,9,1838,10.3467,0,0,0,12,143,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Domiciliazione Bancaria,M,38.13,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4103,29.2847,0,0,0,144,14113,0,0,40,1682,12.7498,0,0,0,129,13294,0,0,118
7,Domiciliazione Bancaria,B,17.47,1,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,8113,38.946,0,0,0,106,7934,1,0,876
8,Carta di Credito,M,22.16,3,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5175,29.0094,0,0,0,54,4919,0,0,148,15053,85.5289,0,0,0,206,24215,0,0,207,24251,137.6394,0,0,0,334,33657,1,1,196,30160,165.9743,0,0,0,234,25410,0,1,111,13816,69.9494,0,0,0,62,6700,0,1,141,20617,105.5803,0,0,0,200,28402,0,0,569
